date,price_usd,usd_to_eur,market_sentiment,year,month,day_of_week,is_weekend,price_change,price_change_pct,price_7d_avg,price_30d_avg
2011-09-07,1111.433139797234,0.854781405755558,neutral,2011,9,2,0,12.278759898084218,1.1171096729115426,1102.1367378272664,1096.7286665602087
2011-09-08,1112.12924570711,0.8442277127428943,positive,2011,9,3,0,0.6961059098759961,0.06263137969801935,1104.9183649969423,1097.2221501008423
2011-09-09,1112.7262196801344,0.8515252588289761,positive,2011,9,4,0,0.5969739730244328,0.05367847085477884,1106.7095282259868,1097.8104262571665
2011-09-10,1116.4050527996278,0.8344846257903187,positive,2011,9,5,1,3.678833119493447,0.330614400418372,1108.5516921461344,1098.6613042457184
2011-09-11,1118.8600989583115,0.8721432994255659,positive,2011,9,6,1,2.455046158683672,0.21990639978985982,1110.7771374253155,1099.453961136802
2011-09-12,1120.0295190797071,0.836522907696906,negative,2011,9,0,0,1.1694201213956603,0.10451888689966271,1112.9625222744678,1100.4266126695838
2011-09-13,1116.1271468024806,0.8467824729600979,neutral,2011,9,1,0,-3.9023722772265046,-0.3484169131928727,1115.387203260658,1101.2555907535882
2011-09-14,1118.5344885881605,0.8496751896415791,negative,2011,9,2,0,2.4073417856798187,0.21568705613661532,1116.4016816593617,1102.2427564715758
2011-09-15,1127.9946110705357,0.869126881343568,positive,2011,9,3,0,9.460122482375255,0.8457604641512795,1118.6681624255655,1103.4637629680185
2011-09-16,1134.7717113013107,0.8367515421906726,positive,2011,9,4,0,6.777100230774977,0.6008096283671938,1121.8175183714477,1104.8533957879392
2011-09-17,1142.7876444345077,0.8698370413547875,positive,2011,9,5,1,8.015933133196995,0.7063916956481675,1125.5864600335733,1106.3356363882565
2011-09-18,1140.2815660523518,0.8575717682110202,positive,2011,9,6,1,-2.50607838215592,-0.2192951940249599,1128.6466696184364,1107.817677108978
2011-09-19,1135.3835419510588,0.8541709532442324,positive,2011,9,0,0,-4.898024101293004,-0.4295451445602061,1130.8401014572007,1109.1797628488719
2011-09-20,1134.8046073505604,0.8401536631298204,neutral,2011,9,1,0,-0.5789346004983145,-0.05099022304863032,1133.5083101069265,1110.6840113880462
2011-09-21,1135.133231912004,0.8557114124203807,negative,2011,9,2,0,0.32862456144357566,0.02895869115395744,1135.8795591531898,1112.2715962892812
2011-09-22,1140.6541895043588,0.842765133775802,negative,2011,9,3,0,5.520957592354762,0.48637088908545234,1137.6880703580216,1113.9786630280873
2011-09-23,1132.2418663557846,0.8626666125319841,neutral,2011,9,4,0,-8.41232314857416,-0.7374998685823919,1137.3266639372323,1115.277487559167
2011-09-24,1139.9396179530877,0.8402893797089227,neutral,2011,9,5,1,7.697751597303068,0.6798681294199804,1136.919803011315,1116.984931364186
2011-09-25,1139.1995784601927,0.8488684150554391,neutral,2011,9,6,1,-0.7400394928949936,-0.06491918354621928,1136.7652333552924,1118.5211061994244
2011-09-26,1137.1151731104555,0.8444472691198682,negative,2011,9,0,0,-2.0844053497371533,-0.18297104292774868,1137.0126092352064,1119.7601945465374
2011-09-27,1132.1046512341547,0.8401247703757301,negative,2011,9,1,0,-5.0105218763008,-0.4406345104511322,1136.626901218577,1120.7616930139031
2011-09-28,1123.8803678748259,0.8574131981690791,positive,2011,9,2,0,-8.224283359328865,-0.7264596387236089,1135.0193492132657,1121.1745827338648
2011-09-29,1128.0462207946355,0.8553545874740963,negative,2011,9,3,0,4.165852919809595,0.37066693563541087,1133.2182108261622,1121.8536324176707
2011-09-30,1128.4628106305777,0.8620901019890099,negative,2011,9,4,0,0.41658983594220445,0.036930209796604,1132.6783457225615,1122.7523442132267
2011-10-01,1122.0630061318723,0.8322012489179184,neutral,2011,10,5,1,-6.399804498705407,-0.5671258670127743,1130.1245440338164,1123.7325159003096
2011-10-02,1115.6376122715542,0.8606417070234104,negative,2011,10,6,1,-6.425393860318081,-0.5726410928089121,1126.758548864011,1124.2475004068008
2011-10-03,1114.0086887751036,0.875054489053569,positive,2011,10,0,0,-1.628923496450625,-0.14600829862072562,1123.4576225303892,1124.5974598540176
2011-10-04,1122.4037964015506,0.8454835891082305,negative,2011,10,1,0,8.395107626447043,0.753594447784578,1122.0717861257315,1125.234853667268
2011-10-05,1121.1558396447326,0.8689514861210896,neutral,2011,10,2,0,-1.2479567568179846,-0.11118607766821276,1121.6825678071466,1125.782320817571
2011-10-06,1113.6901248791419,0.8473683872794017,neutral,2011,10,3,0,-7.4657147655907465,-0.6658944726146587,1119.6316969620761,1126.2668456502374
2011-10-07,1112.5114095587123,0.8362759026243869,positive,2011,10,4,0,-1.1787153204295464,-0.10583871528514477,1117.352925380381,1126.30278797562
2011-10-08,1111.197791709974,0.846943675575932,positive,2011,10,5,1,-1.3136178487384313,-0.11807679790533099,1115.8007518915385,1126.2717395090488
2011-10-09,1097.763358495266,0.8604820396767527,negative,2011,10,6,1,-13.434433214707951,-1.2090046717996294,1113.2472870663544,1125.7729774695533
2011-10-10,1097.541884162677,0.8416182351766847,positive,2011,10,0,0,-0.22147433258896854,-0.020175052380377867,1110.8948864074362,1125.144205181655
2011-10-11,1096.4372115116337,0.8439966134099351,positive,2011,10,1,0,-1.1046726510433018,-0.10064970339478396,1107.1853742803053,1124.3967756000989
2011-10-12,1099.9682433357007,0.8559353943229319,neutral,2011,10,2,0,3.531031824066986,0.32204596733804713,1104.1585748075865,1123.728066408632
2011-10-13,1109.2630238104275,0.8500306011673857,neutral,2011,10,3,0,9.29478047472685,0.8450044381772326,1103.52613179777,1123.499262308897
2011-10-14,1114.9458489581662,0.8558462295248674,negative,2011,10,4,0,5.68282514773864,0.5123063715057885,1103.873908854835,1123.3796409878971
2011-10-15,1113.651405505392,0.8523782954075834,negative,2011,10,5,1,-1.2944434527742033,-0.11609922167823417,1104.2244251113232,1122.9015341357258
2011-10-16,1108.1687759616837,0.8547962531955157,negative,2011,10,6,1,-5.482629543708299,-0.49231110530679745,1105.7109133208116,1122.0147696244048
2011-10-17,1121.085574977933,0.8456769881419046,negative,2011,10,0,0,12.916799016249342,1.1655985348477227,1109.0742977229909,1121.2913673091857
2011-10-18,1121.4316671480055,0.8523173094203039,neutral,2011,10,1,0,0.3460921700725521,0.03087116432476389,1112.6449342424726,1120.6630373457074
2011-10-19,1121.5513136075701,0.8407262699430407,negative,2011,10,2,0,0.11964645956459208,0.010669081591818674,1115.7282299955968,1120.2019630675911
2011-10-20,1121.48068817202,0.8628843362250339,negative,2011,10,3,0,-0.07062543555002776,-0.006297120309439741,1117.4736106186815,1119.7578324283065
2011-10-21,1122.5211119758594,0.8436572528318268,positive,2011,10,4,0,1.0404238038393032,0.09277233347060321,1118.5557910497805,1119.3374284304348
2011-10-22,1121.8493099162397,0.8612884748754939,negative,2011,10,5,1,-0.6718020596197221,-0.059847610209951,1119.7269202513303,1118.7105991108308
2011-10-23,1119.0309998818386,0.8476639303901713,positive,2011,10,6,1,-2.8183100344010654,-0.25122001765205404,1121.278666525638,1118.270236895033
2011-10-24,1116.3467051756365,0.8520199901075732,neutral,2011,10,0,0,-2.684294706202081,-0.2398767064080931,1120.60168512531,1117.4838064691178
2011-10-25,1116.2329388245566,0.845050354491093,negative,2011,10,1,0,-0.11376635107990296,-0.010190951480615329,1119.8590096505316,1116.7182518145967
2011-10-26,1113.5658149688877,0.8398400456883197,positive,2011,10,2,0,-2.667123855668933,-0.23893971973963923,1118.7182241307198,1115.9332732098776
2011-10-27,1110.051586055502,0.8325523961239469,negative,2011,10,3,0,-3.5142289133857503,-0.3155834047836592,1117.0854952569314,1115.1981710372559
2011-10-28,1110.6337371939615,0.8394467584140753,positive,2011,10,4,0,0.5821511384594942,0.052443611249475275,1115.3872988595174,1114.7566166812271
2011-10-29,1109.4088511068571,0.8467609114678407,negative,2011,10,5,1,-1.2248860871043235,-0.11028713121924438,1113.610090458177,1114.1353710249678
2011-10-30,1116.9788160497706,0.8521187917882889,neutral,2011,10,6,1,7.56996494291343,0.6823422163398929,1113.3169213393103,1113.7525712056076
2011-10-31,1103.7739670078056,0.8601037931328326,neutral,2011,10,0,0,-13.204849041964962,-1.182193328308978,1111.520815886763,1113.1429365681388
2011-11-01,1109.2815012674178,0.8455424254020315,positive,2011,11,1,0,5.507534259612157,0.4989730165988915,1110.5277533786004,1112.931066201334
2011-11-02,1115.561927229906,0.8411803923573282,positive,2011,11,2,0,6.280425962488152,0.5661706208309081,1110.8129122730313,1112.9828408164942
2011-11-03,1105.2449760678653,0.8355728521399729,neutral,2011,11,3,0,-10.316951162040596,-0.9248210171226456,1110.1262537033692,1112.4108801387047
2011-11-04,1103.5815380974634,0.854800636179041,negative,2011,11,4,0,-1.6634379704019011,-0.1505040064800789,1109.1187966895836,1111.825070087129
2011-11-05,1101.7743337674844,0.8638319451532934,positive,2011,11,5,1,-1.8072043299789584,-0.16375811551673225,1108.0281513553875,1111.427877050074
2011-11-06,1094.7867752938955,0.8626633026795628,neutral,2011,11,6,1,-6.987558473588933,-0.6342095889722899,1104.857859818834,1110.8370559079133
2011-11-07,1090.947691855941,0.8570993274814723,positive,2011,11,0,0,-3.839083437954514,-0.3506695115972569,1103.025534797139,1110.1620525794456
2011-11-08,1085.444812628612,0.856385433172676,neutral,2011,11,1,0,-5.502879227329004,-0.5044127475963056,1099.620293563024,1109.7514343838905
2011-11-09,1094.25616484573,0.8669762377970934,neutral,2011,11,2,0,8.811352217117928,0.8117733959941864,1096.5766132224273,1109.6419104066588
2011-11-10,1098.9845568114674,0.8533208146141681,positive,2011,11,3,0,4.728391965737501,0.4321101509539238,1095.6822676143706,1109.7268219166533
2011-11-11,1105.3923322864382,0.8564612967602417,positive,2011,11,4,0,6.4077754749707765,0.5830632864907592,1095.9409524985097,1109.9076248816777
2011-11-12,1109.0506926066544,0.84679216138148,neutral,2011,11,5,1,3.658360320216161,0.33095582567042037,1096.9804323326769,1109.9005471748853
2011-11-13,1103.455433750568,0.8363795662914524,negative,2011,11,6,1,-5.595258856086275,-0.5045088464744052,1098.2188121122017,1109.517533334632
2011-11-14,1100.8828324191693,0.8431615109950042,neutral,2011,11,0,0,-2.5726013313988005,-0.23314048331383175,1099.6381179069485,1109.091914231758
2011-11-15,1103.379705225309,0.8499084096146534,negative,2011,11,1,0,2.4968728061396632,0.22680640778571792,1102.2002454207623,1108.9322785405457
2011-11-16,1097.3190661808492,0.850607853725013,negative,2011,11,2,0,-6.060639044459776,-0.5492795468104217,1102.6378027543508,1108.1400615806426
2011-11-17,1100.9340583317112,0.8692628585485539,negative,2011,11,3,0,3.614992150862008,0.3294385618800799,1102.9163029715285,1107.4568079534329
2011-11-18,1099.7824313409203,0.8508127716759106,positive,2011,11,4,0,-1.1516269907908736,-0.10460453848942786,1102.1148885507403,1106.7311785445447
2011-11-19,1097.9583273031724,0.8617884344402564,neutral,2011,11,5,1,-1.8241040377479294,-0.16586044528132948,1100.5302649359571,1105.9470998489162
2011-11-20,1101.5631271441898,0.8456492275842368,neutral,2011,11,6,1,3.6047998410174387,0.32831845721064123,1100.2599354207603,1105.2485003545273
2011-11-21,1103.83444370162,0.8468832411423476,negative,2011,11,0,0,2.271316557430282,0.20619032186730557,1100.681594175396,1104.6480048140402
2011-11-22,1102.0796128725246,0.8367099236277655,negative,2011,11,1,0,-1.7548308290954537,-0.1589759079460129,1100.495866696427,1104.082958580396
2011-11-23,1107.9262618893458,0.8425767198712343,negative,2011,11,2,0,5.846649016821175,0.5305105863978588,1102.0111803690693,1103.8022771375197
2011-11-24,1102.5709452513465,0.8552698139136375,neutral,2011,11,3,0,-5.3553166379992945,-0.4833639947181001,1102.2450213575887,1103.3468773517461
2011-11-25,1105.7006232860679,0.8500756018039413,negative,2011,11,4,0,3.129678034721337,0.2838527577931016,1103.0904773497525,1103.0847042956523
2011-11-26,1108.7161295759097,0.8594293861989724,neutral,2011,11,5,1,3.0155062898418237,0.2727235769190317,1104.6273062458579,1103.0401890796659
2011-11-27,1107.2183973793396,0.8518125394834505,neutral,2011,11,6,1,-1.4977321965700412,-0.13508707563791855,1105.4352019937364,1102.9263444191783
2011-11-28,1108.8990624905503,0.8464754626836226,positive,2011,11,0,0,1.680665111210601,0.1517916533168684,1106.1587189635834,1102.9093514653016
2011-11-29,1102.6934946086237,0.8714829686378696,negative,2011,11,1,0,-6.205567881926527,-0.5596152158329981,1106.2464163544548,1102.43317408393
2011-11-30,1107.3636297046583,0.8490609643128695,negative,2011,11,2,0,4.670135096034528,0.4235206899168453,1106.1660403280707,1102.5528295071583
2011-12-01,1106.4891190224434,0.8616300096970531,negative,2011,12,3,0,-0.8745106822148045,-0.07897231394966564,1106.7257794382274,1102.4597500989926
2011-12-02,1103.925503919848,0.8459879079345533,positive,2011,12,4,0,-2.5636151025953495,-0.23168913806040914,1106.4721909573389,1102.0718693219906
2011-12-03,1109.2205500490327,0.8570959947938357,negative,2011,12,5,1,5.295046129184584,0.47965610998050856,1106.5442510249281,1102.204388454696
2011-12-04,1105.7488315963187,0.8592801565915168,neutral,2011,12,6,1,-3.471718452713958,-0.31298721003325536,1106.334313055925,1102.2766315713247
2011-12-05,1098.756525114501,0.8520849197057558,negative,2011,12,0,0,-6.99230648181765,-0.6323593823493567,1104.8853791450608,1102.1760379495586
2011-12-06,1091.0233792468814,0.826455170773034,neutral,2011,12,1,0,-7.733145867619669,-0.7038088685583754,1103.2182198076691,1102.0505914146584
2011-12-07,1094.1034290036098,0.8501825246085611,neutral,2011,12,2,0,3.0800497567283855,0.2823083185306663,1101.323905421805,1102.1557826529138
2011-12-08,1087.7512822411284,0.8623046004775997,neutral,2011,12,3,0,-6.352146762481425,-0.5805800981965925,1098.6470715959028,1102.2326649733309
2011-12-09,1096.57525315105,0.8552748083302772,neutral,2011,12,4,0,8.823970909921627,0.8112121818639739,1097.5970357717888,1102.3099679168415
2011-12-10,1086.2156061116316,0.8544583887522924,negative,2011,12,5,1,-10.359647039418405,-0.9447274147077023,1094.3106152093028,1101.884336226847
2011-12-11,1094.7478879530818,0.8327774306604248,positive,2011,12,6,1,8.532281841450185,0.7855053631565356,1092.7390518316977,1101.5295214157352
2011-12-12,1095.8529752890947,0.8427954492932493,positive,2011,12,0,0,1.1050873360129572,0.10094445928361395,1092.3242589994968,1101.0895975051499
2011-12-13,1095.4194097297427,0.8541135763115144,neutral,2011,12,1,0,-0.4335655593520187,-0.039564208806175394,1092.9522633541912,1100.821730037789
2011-12-14,1092.744814295698,0.8541038327678689,negative,2011,12,2,0,-2.6745954340447042,-0.244161771307716,1092.7581755387753,1100.5504627670066
2011-12-15,1094.7904948674584,0.862146667801329,positive,2011,12,3,0,2.0456805717603856,0.1872056993543314,1093.7637773425367,1100.2641557550783
2011-12-16,1094.6523213553342,0.8485513324485391,negative,2011,12,4,0,-0.13817351212424,-0.012621000344081867,1093.4890728002915,1100.1752642608944
2011-12-17,1100.2188307654167,0.8540582408667381,positive,2011,12,5,1,5.566509410082517,0.5085184858686809,1095.489533465118,1100.151423342018
2011-12-18,1100.839969008727,0.8501637424193129,neutral,2011,12,6,1,0.6211382433102699,0.056455881861072754,1096.3598307587815,1100.1866745976115
2011-12-19,1101.6414778160363,0.8401305726349844,neutral,2011,12,0,0,0.8015088073093466,0.0728088396019233,1097.1867596912018,1100.3094462813738
2011-12-20,1099.8734167549671,0.8274420866890525,neutral,2011,12,1,0,-1.7680610610691474,-0.16049332715524223,1097.8230464090911,1100.2531226017331
2011-12-21,1099.6386886363618,0.8543100969213008,positive,2011,12,2,0,-0.23472811860528964,-0.021341375746475322,1098.8078856006146,1100.1132640995577
2011-12-22,1101.2276974808221,0.8517394720841281,negative,2011,12,3,0,1.5890088444602952,0.14450281359514872,1099.727485973952,1100.0848669198342
2011-12-23,1092.726855517539,0.8438182495789983,neutral,2011,12,4,0,-8.500841963283165,-0.7719422588743252,1099.4524194256958,1099.578220040774
2011-12-24,1086.0359284070103,0.8338082694348413,negative,2011,12,5,1,-6.690927110528719,-0.6123146948154523,1097.426290517352,1099.0270528126296
2011-12-25,1089.802248877124,0.8562973951440873,negative,2011,12,6,1,3.766320470113669,0.34679520001130726,1095.8494733556943,1098.497106998998
2011-12-26,1090.7065760677635,0.8473407992580445,neutral,2011,12,0,0,0.9043271906396058,0.0829808519455133,1094.2873445345126,1097.8967885487264
2011-12-28,1089.9788290513272,0.8686404853041175,neutral,2011,12,2,0,-0.7277470164362967,-0.06672252945059132,1092.873832005421,1097.322136271126
2011-12-29,1091.7667375781355,0.8285856911968029,neutral,2011,12,3,0,1.7879085268082235,0.16403149117716342,1091.7492675685316,1096.7510587740458
2011-12-30,1089.1179391765888,0.8430039919129764,positive,2011,12,4,0,-2.648798401546628,-0.2426157814097274,1090.0193020964984,1096.2985402596444
2011-12-31,1085.2764155495772,0.8479062438668808,negative,2011,12,5,1,-3.841523627011611,-0.3527187909434293,1088.9549535296467,1095.5622997878083
2012-01-01,1086.3056418250655,0.8645482617414665,positive,2012,1,6,1,1.0292262754883268,0.09483540421055814,1088.99348401794,1094.8895172145626
2012-01-02,1081.4637779369905,0.8336359698079351,positive,2012,1,0,0,-4.841863888075068,-0.4457183781113816,1087.8022738836355,1094.1407930151338
2012-01-03,1083.5550417155628,0.869358610256806,neutral,2012,1,1,0,2.0912637785722836,0.19337344636374265,1086.7806261190353,1093.2852760706849
2012-01-04,1075.0921236943736,0.8513585590156629,positive,2012,1,2,0,-8.462918021189125,-0.7810325913661043,1084.6539539251849,1092.2633858072868
2012-01-05,1080.2879018810017,0.8490399933826613,positive,2012,1,3,0,5.195778186628104,0.4832867874404734,1083.0141202541658,1091.6477650328368
2012-01-06,1082.7008892930671,0.8480194023678109,positive,2012,1,4,0,2.4129874120653767,0.22336521661159292,1082.097398842234,1091.370348701043
2012-01-07,1084.0310379646364,0.8456373696781997,negative,2012,1,5,1,1.3301486715693045,0.12285467618280421,1081.919487758671,1091.0346023330771
2012-01-08,1088.994492884364,0.8604811675926916,negative,2012,1,6,1,4.96345491972761,0.4578701850683986,1082.303609338571,1091.0760426878517
2012-01-09,1097.3718651066768,0.8393147924591756,neutral,2012,1,0,0,8.377372222312715,0.7692759033265606,1084.5761932199546,1091.1025964197058
2012-01-10,1102.4937154317674,0.8534541418164385,neutral,2012,1,1,0,5.121850325090691,0.4667378933205013,1087.2817180365553,1091.6452000637103
2012-01-11,1093.3393442751094,0.8461581833429302,negative,2012,1,2,0,-9.154371156658044,-0.8303331827223093,1089.8884638338034,1091.598248607778
2012-01-12,1086.9914594414308,0.842378665514859,positive,2012,1,3,0,-6.347884833678563,-0.5805960305843794,1090.8461149138645,1091.3028647461892
2012-01-13,1083.9173665529524,0.875859751756839,neutral,2012,1,4,0,-3.07409288847839,-0.2828074555487392,1091.0198973795625,1090.9194633069628
2012-01-14,1084.0978218040066,0.8541905073475345,neutral,2012,1,5,1,0.18045525105412707,0.016648432493338028,1091.029437928044,1090.6312302239064
2012-01-15,1086.7361169063522,0.8561326554466114,positive,2012,1,6,1,2.638295102345637,0.2433631955790938,1090.7068127883279,1090.3627509585363
2012-01-16,1083.1573978405847,0.8613777678066866,positive,2012,1,0,0,-3.578719065767473,-0.32930892882764295,1088.6761746074576,1089.979586841378
2012-01-17,1084.1412316629703,0.8357865005468145,positive,2012,1,1,0,0.9838338223855772,0.09083018076108118,1086.0543912119151,1089.4436668712965
2012-01-18,1080.4143170012037,0.8675229190912203,positive,2012,1,2,0,-3.726914661766614,-0.3437665271756041,1084.2079587442145,1088.762811804379
2012-01-19,1077.4067279862438,0.8249104282150492,positive,2012,1,3,0,-3.0075890149598763,-0.2783736727321129,1082.8387113934734,1087.9549868100526
2012-01-20,1070.4234225020027,0.8423123358996147,negative,2012,1,4,0,-6.9833054842411,-0.6481587039365744,1080.9110051004807,1086.9733203349538
2012-01-21,1065.8572562714483,0.845409683268211,positive,2012,1,5,1,-4.566166230554472,-0.42657570215359764,1078.3052100244008,1085.8472725894567
2012-01-22,1059.1488332433667,0.8558172336497051,neutral,2012,1,6,1,-6.708423028081597,-0.6293922557274567,1074.3641695011172,1084.4446437815416
2012-01-23,1054.31946697848,0.8521871826614149,negative,2012,1,0,0,-4.82936626488663,-0.4559667266117784,1070.244465092245,1083.164397496906
2012-01-24,1059.637675961519,0.848331852593016,neutral,2012,1,1,0,5.318208983039085,0.5044210175005448,1066.7439571348948,1082.284455748723
2012-01-25,1054.9406815173595,0.8498800265537227,positive,2012,1,2,0,-4.6969944441596,-0.4432641978209695,1063.1048663514887,1081.1224035033977
2012-01-26,1068.1525918415464,0.8402197697647743,neutral,2012,1,3,0,13.211910324186874,1.2523841914204858,1061.782846902246,1080.3706040291902
2012-01-27,1070.6691813459508,0.8350276760551583,positive,2012,1,4,0,2.5165895044044646,0.235602059445994,1061.8179553085245,1079.726949105678
2012-01-28,1071.6433619644251,0.8572651162233605,neutral,2012,1,5,1,0.9741806184742927,0.09098801342630747,1062.6445418360925,1079.0561699185541
2012-01-29,1067.4015730635192,0.8569370611253618,neutral,2012,1,6,1,-4.241788900905931,-0.39582094673085155,1063.823504667543,1078.3322910481186
2012-01-30,1070.9531224605641,0.8658449437515706,positive,2012,1,0,0,3.551549397044937,0.33272851442889273,1066.1997411649834,1077.8548479451513
2012-01-31,1068.1249333293752,0.8420998290318479,neutral,2012,1,1,0,-2.828189131188992,-0.2640815057050383,1067.4122065032486,1077.2488243286284
2012-02-01,1068.784982402602,0.8569281521030092,negative,2012,2,2,0,0.6600490732269009,0.061795118963248186,1069.389963772569,1076.8261978108155
2012-02-02,1081.635405093946,0.8471629327163527,neutral,2012,2,3,0,12.850422691343965,1.2023393762940593,1071.316079951483,1076.7622099234281
2012-02-03,1081.2051055953227,0.8619047498519348,negative,2012,2,4,0,-0.43029949862329886,-0.039782305257096695,1072.8212119871077,1076.9659759867932
2012-02-04,1087.001472226751,0.8602196277667814,negative,2012,2,5,1,5.796366631428327,0.5361024103041734,1075.0152277388686,1077.1897616649849
2012-02-05,1083.5355901011217,0.8521120939922445,neutral,2012,2,6,1,-3.4658821256293777,-0.3188479697759261,1077.3200873156688,1077.2175850252534
2012-02-06,1083.4106476486368,0.8466046984333401,negative,2012,2,0,0,-0.12494245248490188,-0.01153099663973034,1079.0997337711078,1077.1969053480532
2012-02-07,1092.3146508268144,0.8596093217860826,negative,2012,2,1,0,8.904003178177618,0.8218493327070586,1082.5554076993135,1077.3075772794684
2012-02-08,1089.2298155378755,0.8564690452325656,neutral,2012,2,2,0,-3.084835288938848,-0.28241269918002354,1085.4760981472098,1077.036175627175
2012-02-09,1098.3420583278603,0.8431555959791381,positive,2012,2,3,0,9.112242789984748,0.8365766948350561,1087.8627628949118,1076.8977870570448
2012-02-10,1101.9308180051376,0.8367220132652057,positive,2012,2,4,0,3.5887596772772667,0.32674335377276265,1090.8235789534567,1077.1841695147123
2012-02-11,1099.1684841256663,0.847114670993182,negative,2012,2,5,1,-2.762333879471271,-0.2506812437165551,1092.5617235104448,1077.5900703375203
2012-02-12,1102.380522820944,0.8651541381534821,negative,2012,2,6,1,3.21203869527767,0.29222441706311386,1095.2538567561335,1078.2055088797865
2012-02-13,1107.2932950690774,0.8614648715873303,positive,2012,2,0,0,4.912772248133479,0.4456512199219498,1098.6656635304823,1078.9786913219555
2012-02-14,1110.4523448801635,0.8388767253032942,negative,2012,2,1,0,3.1590498110861063,0.28529476563741163,1101.2567626809607,1079.769232254416
2012-02-15,1102.6512212807113,0.8383224258410008,positive,2012,2,2,0,-7.801123599452239,-0.7025176393584132,1103.1741063585087,1080.4190263690869
2012-02-16,1099.0655354015869,0.8627468384967948,neutral,2012,2,3,0,-3.585685879124412,-0.3251876758418426,1103.2774602261838,1080.916503160374
2012-02-17,1097.8779422238295,0.8386436409524217,negative,2012,2,4,0,-1.1875931777574351,-0.10805481015502272,1102.698477971711,1081.4986240011283
2012-02-18,1097.5557750783291,0.8550929532364201,neutral,2012,2,5,1,-0.3221671455003161,-0.029344532129660372,1102.468090964949,1082.1702589041977
2012-02-19,1100.7091355660825,0.8438392878466368,positive,2012,2,6,1,3.153360487753389,0.287307539111481,1102.2293213571115,1083.1797826730005
2012-02-20,1101.6476405707488,0.8661704492452168,positive,2012,2,0,0,0.93850500466624,0.08526366996886026,1101.4227992859217,1084.3727954829772
2012-02-21,1095.0209187771982,0.8422957520086212,neutral,2012,2,1,0,-6.626721793550587,-0.6015282518208265,1099.218309842641,1085.568531667438
2012-02-22,1096.9719080322282,0.8614336153020583,negative,2012,2,2,0,1.950989255029981,0.17816913097958853,1098.4069793785718,1086.9902797025632
2012-02-23,1100.0748367586473,0.8518485865406036,neutral,2012,2,3,0,3.1029287264191225,0.2828630982889324,1098.5511652867233,1088.3381850624673
2012-02-24,1102.9237889983024,0.8525219485423429,neutral,2012,2,4,0,2.848952239655091,0.2589780389895546,1099.2720005402196,1089.9376219784988
2012-02-25,1108.3776926260755,0.830296914186486,negative,2012,2,5,1,5.453903627773116,0.49449505778875746,1100.8179887613262,1091.2784586713165
2012-02-26,1112.59730339882,0.8279708664679428,positive,2012,2,6,1,4.219610772744545,0.38070152447284844,1102.5162984517171,1092.6760627397455
2012-02-27,1114.9432037949623,0.8477943405973268,neutral,2012,2,0,0,2.3459003961422695,0.21084900969792209,1104.415664626605,1094.1193908007633
2012-02-28,1114.642375237669,0.852469060634166,neutral,2012,2,1,0,-0.30082855729324365,-0.026981514060031575,1107.2187298352435,1095.6940842065683
2012-02-29,1106.387570570089,0.8387480217226227,positive,2012,2,2,0,-8.254804667579947,-0.7405787587987378,1108.5638244835095,1096.875232476886
2012-03-01,1108.585661665752,0.8391130658952366,neutral,2012,3,3,0,2.198091095662903,0.19867279370557878,1109.7796566130958,1098.2239234214317
2012-03-02,1109.6741001015675,0.8556147262982613,positive,2012,3,4,0,1.088438435815533,0.09818261893987934,1110.743986770705,1099.5868940113971
2012-03-03,1111.0819942875444,0.8556285448045713,negative,2012,3,5,1,1.4078941859768292,0.12687456486981663,1111.1303155794865,1100.5684469845173
2012-03-04,1104.748251408443,0.8486225893961207,positive,2012,3,6,1,-6.3337428791014645,-0.5700517974069785,1110.009022438004,1101.3532185116212
2012-03-05,1099.3929687064015,0.8578020172118608,positive,2012,3,0,0,-5.35528270204145,-0.48475140786273796,1107.7875602824954,1101.7662683942763
2012-03-06,1104.708732973066,0.8382579770427985,neutral,2012,3,1,0,5.315764266664473,0.4835181248174836,1106.368468530409,1102.472039823341
2012-03-07,1104.5609572037827,0.8464406508291302,positive,2012,3,2,0,-0.14777576928327107,-0.013376898803507675,1106.1075237637938,1103.177050141846
2012-03-08,1108.018460690646,0.8664787760578367,positive,2012,3,3,0,3.4575034868632883,0.3130206136939817,1106.0264950530643,1103.7005104706402
2012-03-09,1108.210052571298,0.8506832212993981,neutral,2012,3,4,0,0.1915918806521404,0.017291397882734927,1105.817345405883,1104.3331850384209
2012-03-10,1108.4088332687768,0.85126312514587,positive,2012,3,5,1,0.1987806974786963,0.017937095681230808,1105.435465260345,1104.6687442031182
2012-03-11,1113.1502522986568,0.8730594658596774,neutral,2012,3,6,1,4.741419029880035,0.42776806603905815,1106.6357511018039,1105.0427253462356
2012-03-12,1110.62002865757,0.8360065783415123,negative,2012,3,0,0,-2.5302236410868773,-0.22730297512505437,1108.2396168091138,1105.424443497299
2012-03-13,1111.150632542275,0.8579643036664211,positive,2012,3,1,0,0.5306038847049876,0.04777546514682651,1109.1598881761436,1105.7167804880098
2012-03-14,1108.8892560987497,0.8666398627980809,negative,2012,3,2,0,-2.2613764435252506,-0.20351664097524313,1109.7782165897102,1105.7699791889993
2012-03-15,1106.7667749615882,0.8467514207350145,positive,2012,3,3,0,-2.122481137161458,-0.19140605118933562,1109.599404342702,1105.64712685838
2012-03-16,1105.270914344245,0.8585963078685485,positive,2012,3,4,0,-1.495860617343169,-0.1351559019645343,1109.179527453123,1105.7344499604976
